Name	VoxCeleb2 ID	VGGFace2 ID	Gender	Set	Nationality
Lazaro_Hernandez 	id05052 	n005051 	m 	dev	unsure: cuban / german
LeAnn_Rimes 	id05054 	n005053 	f 	dev	american
LeBron_James 	id05055 	n005054 	m 	test	american
Lea_DeLaria 	id05056 	n005055 	m 	dev	american
Leah_Remini 	id05057 	n005056 	f 	dev	american
Leander_Paes 	id05058 	n005057 	m 	dev	indian
Leanne_Wood 	id05060 	n005059 	f 	dev	welsh
Lee_Ann_Womack 	id05061 	n005060 	f 	dev	american
Lee_Brice 	id05062 	n005061 	m 	dev	american
Lee_Cattermole 	id05063 	n005062 	m 	dev	unknown
Lee_DeWyze 	id05066 	n005065 	m 	dev	american
Lee_Dong-gun 	id05067 	n005066 	m 	dev	unknown
Lee_McCulloch 	id05075 	n005074 	m 	dev	unsure: polish / scottish
Lee_Mead 	id05076 	n005075 	m 	dev	unknown
Lee_Myung-bak 	id05079 	n005078 	m 	dev	unknown
Lee_Westwood 	id05082 	n005081 	m 	dev	unknown
Lee_Young-ae 	id05087 	n005086 	f 	dev	unknown
Leeann_Tweeden 	id05088 	n005087 	f 	dev	american
Leeteuk 	id05090 	n005089 	m 	dev	unknown
Leeza_Gibbons 	id05091 	n005090 	f 	dev	american
Leif_Ove_Andsnes 	id05092 	n005091 	m 	dev	norwegian
Leigh-Allyn_Baker 	id05093 	n005093 	f 	dev	american
Leigh_Griffiths 	id05094 	n005092 	m 	dev	scottish
Leighton_Baines 	id05095 	n005094 	m 	dev	unknown
Leila_Lopes 	id05096 	n005095 	f 	dev	angolan
Lela_Rochon 	id05099 	n005098 	f 	dev	american
Lemmy 	id05100 	n005099 	m 	dev	unknown
Len_McCluskey 	id05101 	n005100 	m 	dev	british
Len_Wiseman 	id05102 	n005101 	m 	dev	american
Lena_Adelsohn_Liljeroth 	id05103 	n005102 	f 	dev	swedish
Lena_Meyer-Landrut 	id05104 	n005103 	f 	dev	german
Lena_Olin 	id05105 	n005104 	f 	dev	swedish
Lenda_Murray 	id05106 	n005105 	f 	dev	american
Lene_Espersen 	id05107 	n005106 	f 	dev	danish
Lene_Marlin 	id05108 	n005107 	f 	dev	norwegian
Leonard_Cohen 	id05121 	n005120 	m 	dev	canadian
Leonard_Lansink 	id05123 	n005122 	m 	dev	german
Leonardo_DiCaprio 	id05124 	n005123 	m 	test	american
Leonardo_Sbaraglia 	id05125 	n005124 	m 	dev	unknown
Leontien_van_Moorsel 	id05129 	n005128 	f 	dev	dutch
Leoš_Mareš 	id05130 	n005129 	m 	dev	czech
Les_Dennis 	id05131 	n005130 	m 	dev	unknown
Les_Ferdinand 	id05132 	n005131 	m 	dev	unknown
Les_Miles 	id05133 	n005132 	m 	dev	american
Lesley_Garrett 	id05134 	n005133 	f 	dev	unknown
Lesli_Kay 	id05135 	n005134 	f 	dev	american
Leslie_Mandoki 	id05136 	n005135 	m 	dev	unsure: german / hungarian
Leslie_Moonves 	id05137 	n005136 	m 	dev	american
Leszek_Balcerowicz 	id05139 	n005138 	m 	dev	polish
Leticia_Van_de_Putte 	id05141 	n005140 	f 	dev	american
Levan_Kobiashvili 	id05145 	n005144 	m 	dev	georgian
Lewis_Black 	id05147 	n005146 	m 	dev	american
Lewis_Holtby 	id05148 	n005147 	m 	dev	german
Lewis_Jetta 	id05149 	n005148 	m 	dev	australian
Lewis_Moody 	id05150 	n005149 	m 	dev	unknown
Lexi_Ainsworth 	id05152 	n005151 	f 	dev	american
Leymah_Gbowee 	id05153 	n005152 	f 	dev	liberian
Leïla_Bekhti 	id05154 	n005153 	f 	dev	unsure: algerian / french
Liam_McIntyre 	id05159 	n005158 	m 	dev	australian
Liam_Neeson 	id05160 	n005159 	m 	dev	unknown
Liana_Mendoza 	id05161 	n005160 	f 	dev	unknown
Liane_Foly 	id05162 	n005161 	f 	dev	french
Liev_Schreiber 	id05165 	n005164 	m 	dev	american
Ligia_Petit 	id05166 	n005165 	f 	dev	venezuelan
Lil_Flip 	id05167 	n005166 	m 	dev	american
Lil_Kim 	id05168 	n005167 	f 	dev	american
Lili_Estefan 	id05169 	n005168 	f 	dev	unsure: cuban / american
Lilia_Kopylova 	id05170 	n005169 	f 	dev	russian
Lilian_Garcia 	id05171 	n005170 	f 	dev	unsure: spanish / american
Lilian_Thuram 	id05172 	n005171 	m 	dev	french
Lillete_Dubey 	id05173 	n005172 	f 	dev	indian
Lilli_Gruber 	id05174 	n005173 	f 	dev	italian
Lily_Aldridge 	id05176 	n005175 	f 	test	american
Lim_Guan_Eng 	id05178 	n005177 	m 	dev	malaysian
Lim_Kit_Siang 	id05179 	n005178 	m 	dev	malaysian
Linda_Evangelista 	id05181 	n005180 	m 	dev	canadian
Linda_Hogan 	id05182 	n005181 	f 	dev	american
Lindiwe_Mazibuko 	id05186 	n005185 	f 	dev	unknown
Lindsay_Pulsipher 	id05187 	n005186 	f 	dev	american
Lindsay_Whalen 	id05188 	n005187 	f 	dev	unknown
Lindsey_Buckingham 	id05189 	n005188 	m 	dev	american
Lindsey_McKeon 	id05190 	n005189 	f 	dev	american
Lindsey_Shaw 	id05191 	n005190 	f 	dev	american
Lino_Červar 	id05194 	n005193 	m 	dev	croatian
Linus_Gerdemann 	id05196 	n005195 	m 	dev	german
Linus_Roache 	id05197 	n005196 	m 	dev	unknown
Lionel_Jospin 	id05198 	n005197 	m 	dev	french
Lisa_Ann_Walter 	id05199 	n005198 	f 	dev	american
Lisa_Fitz 	id05200 	n005199 	f 	dev	unknown
Lisa_Foiles 	id05201 	n005200 	f 	dev	american
Lisa_Hanna 	id05202 	n005201 	f 	test	unknown
Lisa_Lampanelli 	id05203 	n005202 	f 	dev	american
Lisa_Leslie 	id05204 	n005203 	f 	dev	american
Lisa_Ling 	id05205 	n005204 	f 	dev	american
Lisa_LoCicero 	id05206 	n005205 	f 	dev	american
Lisa_Marie_Presley 	id05207 	n005206 	f 	dev	american
Lisa_Maxwell 	id05208 	n005207 	f 	dev	unknown
Lisa_Murkowski 	id05209 	n005208 	f 	dev	american
Lisa_Opie 	id05210 	n005209 	f 	dev	british
Lisa_Origliasso 	id05211 	n005210 	f 	dev	australian
Lisa_Raitt 	id05212 	n005211 	f 	dev	canadian
Lisa_Stansfield 	id05213 	n005212 	f 	dev	unknown
Liv_Boeree 	id05218 	n005217 	f 	dev	british
Liv_Tyler 	id05220 	n005219 	f 	dev	american
Livinia_Nixon 	id05221 	n005220 	f 	dev	australian
Liz_Fuller 	id05223 	n005222 	f 	dev	unsure: british / welsh
Liz_Goldwyn 	id05224 	n005223 	f 	dev	american
Liza_Huber 	id05226 	n005225 	f 	dev	american
Liza_Minnelli 	id05227 	n005226 	f 	dev	american
Lleyton_Hewitt 	id05228 	n005227 	m 	dev	australian
Lluís_Homar 	id05229 	n005228 	m 	dev	spanish
Logan_Browning 	id05231 	n005230 	f 	dev	american
Loni_Love 	id05235 	n005234 	f 	dev	american
Lonneke_Engel 	id05236 	n005235 	f 	dev	dutch
Loredana_Bertè 	id05237 	n005236 	f 	dev	italian
Loredana_Lecciso 	id05239 	n005238 	f 	dev	italian
Lorella_Cuccarini 	id05240 	n005239 	f 	dev	italian
Loren_Legarda 	id05241 	n005240 	f 	dev	filipino
Lorenzo_Borghese 	id05242 	n005241 	m 	dev	unsure: italian / american
Lorenzo_Silva 	id05244 	n005243 	m 	dev	spanish
Loretta_Goggi 	id05245 	n005244 	f 	dev	italian
Lorik_Cana 	id05246 	n005245 	m 	dev	albanian
Lorna_Tolentino 	id05248 	n005247 	f 	dev	unknown
Lorne_Michaels 	id05249 	n005248 	m 	dev	unsure: canadian / american
Lorraine_Kelly 	id05250 	n005249 	f 	dev	scottish
Lorraine_Pascale 	id05251 	n005250 	f 	dev	unknown
Lorraine_Toussaint 	id05252 	n005251 	f 	dev	american
Lorrie_Morgan 	id05253 	n005252 	f 	dev	american
Lotta_Schelin 	id05255 	n005254 	f 	dev	swedish
Lou_Dobbs 	id05256 	n005255 	m 	dev	american
Lou_Holtz 	id05257 	n005256 	m 	dev	american
Lou_Lamoriello 	id05258 	n005257 	m 	dev	american
Louie_Anderson 	id05260 	n005259 	m 	dev	american
Louie_Gohmert 	id05261 	n005260 	m 	dev	american
Louie_McCarthy-Scarsbrook 	id05262 	n005261 	m 	dev	unknown
Louie_Spence 	id05263 	n005262 	m 	dev	unknown
Louis-José_Houde 	id05264 	n005271 	m 	dev	unsure: french / canadian
Louis_Gallois 	id05265 	n005263 	m 	dev	french
Louis_Garrel 	id05266 	n005264 	m 	dev	french
Louis_Koo 	id05268 	n005266 	m 	dev	unknown
Louis_Saha 	id05269 	n005267 	m 	dev	french
Louis_Van_Amstel 	id05270 	n005268 	m 	dev	unsure: dutch / american
Louis_Walsh 	id05271 	n005269 	m 	dev	unsure: british / irish
Louis_van_Gaal 	id05272 	n005270 	m 	dev	dutch
Louisa_Krause 	id05273 	n005272 	f 	dev	american
Louise_Glover 	id05274 	n005273 	f 	dev	british
Louise_Hoffsten 	id05275 	n005274 	f 	dev	swedish
Louise_Minchin 	id05276 	n005275 	f 	dev	british
Louise_Monot 	id05277 	n005276 	f 	dev	french
Louise_Redknapp 	id05278 	n005277 	f 	dev	unknown
Lovi_Poe 	id05280 	n005279 	f 	dev	filipino
Loïck_Peyron 	id05282 	n005281 	m 	dev	french
LuAnn_de_Lesseps 	id05283 	n005283 	f 	dev	unsure: french / american
Lu_Parker 	id05284 	n005282 	f 	dev	american
Lubomír_Zaorálek 	id05286 	n005285 	m 	dev	czech
Luc_Alphand 	id05287 	n005286 	m 	dev	unknown
Luc_Chatel 	id05288 	n005287 	m 	dev	french
Luc_Ferry 	id05289 	n005288 	m 	dev	french
Luc_Robitaille 	id05290 	n005289 	m 	dev	canadian
Luca_Argentero 	id05291 	n005290 	m 	dev	italian
Luca_Calvani 	id05292 	n005291 	m 	dev	italian
Luca_Cordero_di_Montezemolo 	id05293 	n005292 	m 	dev	italian
Luca_Parmitano 	id05295 	n005294 	m 	dev	italian
Luca_Toni 	id05296 	n005295 	m 	dev	italian
Lucas_Alcaraz 	id05297 	n005296 	m 	dev	spanish
Lucas_Leiva 	id05300 	n005299 	m 	dev	unsure: brazilian / italian
Lucas_Neill 	id05301 	n005300 	m 	dev	australian
Luciana_Aymar 	id05303 	n005302 	f 	dev	unknown
Luciana_Littizzetto 	id05306 	n005305 	f 	dev	italian
Luciana_Salazar 	id05308 	n005307 	f 	dev	unknown
Luciano_Huck 	id05310 	n005309 	m 	dev	brazilian
Luciano_Spalletti 	id05312 	n005311 	m 	dev	italian
Lucie_Bílá 	id05313 	n005312 	f 	dev	czech
Lucie_Hradecká 	id05314 	n005313 	f 	dev	unsure: french / czech
Lucie_Jones 	id05315 	n005314 	f 	dev	welsh
Lucie_Silvas 	id05316 	n005315 	f 	dev	british
Lucien_Favre 	id05317 	n005316 	m 	dev	unsure: french / german / swiss
Lucy_Watson 	id05319 	n005318 	f 	dev	unknown
Ludovic_Obraniak 	id05321 	n005320 	m 	dev	polish
Luigi_Lo_Cascio 	id05323 	n005322 	m 	dev	italian
Luigi_de_Magistris 	id05324 	n005323 	m 	dev	italian
Luis_Enrique 	id05328 	n005327 	m 	dev	spanish
Luis_Manzano 	id05332 	n005331 	m 	dev	filipino
Luis_Piedrahita 	id05333 	n005332 	m 	dev	spanish
Luis_Scola 	id05334 	n005333 	m 	dev	chinese
Luis_Suárez 	id05335 	n005334 	m 	dev	unsure: spanish / uruguayan
Luisana_Lopilato 	id05339 	n005338 	f 	dev	unknown
Luiz_Inácio_Lula_da_Silva 	id05341 	n005340 	m 	dev	brazilian
Luka_Modrić 	id05342 	n005341 	m 	dev	unsure: spanish / croatian
Luka_Šulić 	id05343 	n005342 	m 	dev	unsure: croatian / slovenian
Lukas_Podolski 	id05344 	n005343 	m 	dev	unsure: japanese / german
Luke_Beveridge 	id05345 	n005344 	m 	dev	australian
Luke_Bryan 	id05346 	n005345 	m 	dev	american
Luke_Hemsworth 	id05348 	n005347 	m 	test	australian
Luke_Hodge 	id05349 	n005348 	m 	dev	australian
Luke_Pasqualino 	id05350 	n005349 	m 	dev	british
Luke_Shaw 	id05351 	n005350 	m 	dev	unknown
Luke_Varney 	id05352 	n005351 	m 	dev	unknown
Luke_Wilkshire 	id05353 	n005352 	m 	dev	australian
Lukman_Sardi 	id05354 	n005353 	m 	dev	indonesian
Lulzim_Basha 	id05357 	n005356 	m 	dev	albanian
Luol_Deng 	id05358 	n005357 	m 	dev	british
Lynda_Lemay 	id05369 	n005368 	f 	dev	canadian
Lyndsy_Fonseca 	id05370 	n005369 	f 	dev	american
Lynn_Chen 	id05371 	n005370 	f 	dev	unsure: taiwanese / american
Lynn_Whitfield 	id05372 	n005371 	f 	dev	american
Lynne_Koplitz 	id05373 	n005372 	f 	dev	american
Lyoto_Machida 	id05375 	n005374 	m 	dev	brazilian
Lzzy_Hale 	id05376 	n005375 	f 	dev	american
Lê_Quang_Liêm 	id05378 	n005377 	m 	dev	vietnamese
Lương_Bích_Hữu 	id05379 	n005378 	f 	dev	unsure: chinese / vietnamese
M._S._Narayana 	id05380 	n005379 	m 	dev	unknown
MC_Harvey 	id05381 	n005380 	m 	dev	unknown
Ma_Long 	id05383 	n005382 	m 	dev	chinese
Ma_Ying-jeou 	id05384 	n005383 	m 	dev	unknown
Maarten_Stekelenburg 	id05387 	n005386 	m 	dev	dutch
Maartje_Paumen 	id05388 	n005387 	f 	dev	dutch
Macha_Méril 	id05392 	n005391 	f 	dev	french
Mackenzie_Foy 	id05398 	n005397 	f 	dev	american
Mackenzie_Phillips 	id05399 	n005398 	f 	dev	american
Madeleine_Albright 	id05401 	n005400 	f 	dev	american
Madeleine_Stowe 	id05402 	n005401 	f 	dev	american
Madeline_Carroll 	id05403 	n005402 	f 	dev	american
Madhura_Naik 	id05404 	n005403 	f 	dev	indian
Madiha_Iftikhar 	id05405 	n005404 	f 	dev	pakistani
Mads_Gilbert 	id05408 	n005407 	m 	dev	norwegian
Magdalena_Schejbal 	id05421 	n005420 	f 	dev	unknown
Magdaléna_Rybáriková 	id05422 	n005421 	f 	dev	unknown
Maggie_Beer 	id05423 	n005422 	f 	dev	australian
Maggie_Cheung 	id05424 	n005423 	f 	dev	unknown
Magic_Juan 	id05426 	n005425 	m 	dev	american
Magnus_Carlsen 	id05427 	n005426 	m 	dev	norwegian
Magnus_Norman 	id05428 	n005427 	m 	dev	swedish
Magnus_Uggla 	id05429 	n005428 	m 	dev	swedish
Mahela_Jayawardene 	id05430 	n005429 	m 	dev	unknown
Maher_Zain 	id05431 	n005430 	m 	dev	unsure: lebanese / swedish
Mahima_Chaudhry 	id05432 	n005431 	f 	dev	indian
Mahinda_Rajapaksa 	id05433 	n005432 	m 	dev	unknown
Mahira_Khan 	id05434 	n005433 	f 	dev	pakistani
Mahleej_Sarkari 	id05435 	n005434 	f 	dev	unsure: canadian / pakistani
Maia_Mitchell 	id05438 	n005437 	f 	dev	australian
Maite_Perroni 	id05441 	n005440 	f 	dev	mexican
Maitê_Proença 	id05442 	n005441 	f 	dev	brazilian
Maja_Ostaszewska 	id05443 	n005442 	f 	dev	polish
Maja_Salvador 	id05444 	n005443 	f 	dev	unknown
Majak_Daw 	id05445 	n005444 	m 	dev	australian
Makoto_Hasebe 	id05448 	n005447 	m 	dev	japanese
Mala_Rodríguez 	id05449 	n005448 	f 	dev	spanish
Malaika_Arora_Khan 	id05450 	n005449 	f 	dev	indian
Malcolm-Jamal_Warner 	id05451 	n005453 	m 	dev	american
Malcolm_Gladwell 	id05453 	n005451 	m 	dev	canadian
Malcolm_Turnbull 	id05454 	n005452 	m 	dev	australian
Malika_Ayane 	id05456 	n005455 	f 	dev	italian
Malika_Haqq 	id05457 	n005456 	f 	dev	american
Malin_Åkerman 	id05459 	n005458 	f 	test	unsure: canadian / swedish
Malky_Mackay 	id05460 	n005459 	m 	dev	scottish
Mammootty 	id05465 	n005464 	m 	dev	indian
Mamphela_Ramphele 	id05466 	n005465 	m 	dev	unknown
Mamta_Kulkarni 	id05467 	n005466 	f 	dev	indian
Mamta_Mohandas 	id05468 	n005467 	f 	dev	indian
Manasvi_Mamgai 	id05469 	n005468 	f 	dev	indian
Manchu_Lakshmi_Prasanna 	id05470 	n005469 	f 	dev	unsure: indian / american
Manchu_Vishnu 	id05471 	n005470 	m 	dev	indian
Mancini 	id05472 	n005471 	m 	dev	american
Mandy_Teefey 	id05474 	n005473 	f 	dev	unknown
Manish_Paul 	id05476 	n005475 	m 	dev	indian
Manisha_Koirala 	id05477 	n005476 	f 	dev	unsure: nepalese / indian
Manjari_Phadnis 	id05478 	n005477 	f 	dev	indian
Manny_Ramirez 	id05479 	n005478 	m 	dev	unsure: dominican / american
Manohar_Parrikar 	id05480 	n005479 	m 	dev	indian
Manolo_Cardona 	id05481 	n005480 	m 	dev	colombian
Manon_Melis 	id05483 	n005482 	f 	dev	unsure: dutch / swedish
Manu_Ginóbili 	id05486 	n005485 	m 	dev	unknown
Manu_Payet 	id05487 	n005486 	m 	dev	french
Manuel_Cortez 	id05490 	n005489 	m 	dev	unsure: german / portuguese
Manuel_Neuer 	id05491 	n005490 	m 	dev	german
Manuel_Pellegrini 	id05492 	n005491 	m 	dev	chilean
Manuel_Quinziato 	id05493 	n005492 	m 	dev	italian
Manuel_Valls 	id05494 	n005493 	m 	dev	unsure: spanish / french
Manuela_Schwesig 	id05496 	n005495 	f 	dev	german
Marc_Bartra 	id05502 	n005501 	m 	dev	spanish
Marc_Bergevin 	id05503 	n005502 	m 	dev	canadian
Marc_Clotet 	id05504 	n005503 	m 	dev	spanish
Marc_Coucke 	id05505 	n005504 	m 	dev	unsure: belgian / french
Marc_Faber 	id05506 	n005505 	m 	dev	swiss
Marc_Janko 	id05507 	n005506 	m 	dev	unsure: austrian / swiss
Marc_Lavoine 	id05508 	n005507 	m 	dev	french
Marc_Lièvremont 	id05509 	n005508 	m 	dev	french
Marc_Maron 	id05510 	n005509 	m 	dev	american
Marc_Ouellet 	id05512 	n005511 	m 	dev	canadian
Marc_Pircher 	id05513 	n005512 	m 	dev	austrian
Marc_Terenzi 	id05515 	n005514 	m 	dev	unsure: german / american
Marcel_Aubut 	id05516 	n005515 	m 	dev	canadian
Marcel_Chandrawinata 	id05517 	n005516 	m 	dev	unsure: german / indonesian
Marcel_Desailly 	id05518 	n005517 	m 	dev	french
Marcel_Koller 	id05519 	n005518 	m 	dev	swiss
Marcel_Schmelzer 	id05520 	n005519 	m 	dev	german
Marcel_Siem 	id05521 	n005520 	m 	dev	german
Marcela_Acuña 	id05522 	n005521 	f 	dev	unknown
Marcelinho_Huertas 	id05524 	n005523 	m 	dev	unsure: brazilian / italian
Marcelino_García_Toral 	id05526 	n005525 	m 	dev	spanish
Marcell_Jansen 	id05527 	n005526 	m 	dev	german
Marcella_Zalianty 	id05528 	n005527 	f 	dev	unknown
Marcello_Melo_Jr. 	id05529 	n005528 	m 	dev	brazilian
Marcin_Dorociński 	id05534 	n005533 	m 	dev	polish
Marcin_Gortat 	id05535 	n005534 	m 	dev	polish
Marco_Amelia 	id05536 	n005535 	m 	dev	italian
Marco_Antonio_Regil 	id05538 	n005537 	m 	dev	unsure: spanish / mexican
Marco_Enríquez-Ominami 	id05541 	n005540 	m 	dev	unsure: chilean / french
Marco_Giampaolo 	id05545 	n005544 	m 	dev	italian
Marco_Girnth 	id05546 	n005545 	m 	dev	unknown
Marco_Huck 	id05547 	n005546 	m 	dev	german
Marco_Mengoni 	id05549 	n005548 	m 	dev	italian
Marco_Pappa 	id05551 	n005550 	m 	dev	guatemalan
Marco_Pierre_White 	id05552 	n005551 	m 	dev	british
Marco_Reus 	id05553 	n005552 	m 	dev	german
Marco_Rubio 	id05554 	n005553 	m 	dev	american
Marco_Schreyl 	id05555 	n005554 	m 	dev	german
Marco_Storari 	id05556 	n005555 	m 	dev	italian
Marco_Streller 	id05557 	n005556 	m 	dev	swiss
Marco_Tronchetti_Provera 	id05558 	n005557 	m 	dev	italian
Marcos_Assunção 	id05559 	n005558 	m 	dev	brazilian
Marcus_Collins 	id05561 	n005560 	m 	dev	unknown
Marcus_Jordan 	id05562 	n005561 	m 	dev	american
Marcus_Samuelsson 	id05563 	n005562 	m 	dev	unsure: ethiopian / swedish
Mardy_Fish 	id05564 	n005563 	m 	dev	american
Mareile_Höppner 	id05567 	n005566 	f 	dev	german
Marek_Belka 	id05568 	n005567 	m 	dev	polish
Marek_Jankulovski 	id05570 	n005569 	m 	dev	czech
Margaret_Atwood 	id05573 	n005572 	f 	dev	canadian
Margaret_Berger 	id05574 	n005573 	f 	dev	norwegian
Margaret_Blanchard 	id05575 	n005574 	f 	dev	unknown
Margaret_Cho 	id05576 	n005575 	f 	dev	american
Margareta_Kozuch 	id05577 	n005576 	f 	dev	german
Margareth_Madè 	id05579 	n005578 	f 	dev	italian
Margherita_Granbassi 	id05581 	n005580 	f 	dev	italian
Margot_Boer 	id05583 	n005582 	f 	dev	dutch
Margot_Käßmann 	id05584 	n005583 	f 	dev	unknown
Margot_Wallström 	id05585 	n005584 	f 	dev	swedish
Margrethe_Vestager 	id05586 	n005585 	m 	dev	danish
Mari_Kiviniemi 	id05588 	n005587 	f 	dev	finnish
Maria_Bello 	id05591 	n005588 	f 	dev	american
Maria_Canals_Barrera 	id05594 	n005591 	f 	test	american
Marian_Lupu 	id05607 	n005606 	m 	dev	moldovan
Marian_Rivera 	id05609 	n005608 	f 	dev	unsure: spanish / filipino
Mariana_Fabbiani 	id05610 	n005609 	f 	dev	unknown
Mariana_Weickert 	id05612 	n005611 	f 	dev	unsure: brazilian / german
Marianne_Faithfull 	id05613 	n005612 	f 	dev	british
Marianne_Jelved 	id05614 	n005613 	f 	dev	danish
Marianne_Thieme 	id05615 	n005614 	f 	dev	dutch
Marianne_Vos 	id05616 	n005615 	f 	dev	dutch
Mariastella_Gelmini 	id05619 	n005618 	f 	dev	italian
Maricar_Reyes 	id05620 	n005619 	f 	dev	filipino
Marie-Amélie_Le_Fur 	id05621 	n005626 	f 	dev	unknown
Marie-Arlette_Carlotti 	id05622 	n005627 	f 	dev	french
Marie-Josée_Croze 	id05623 	n005628 	f 	dev	unsure: french / canadian
Marie-Philip_Poulin 	id05624 	n005629 	f 	dev	unknown
Marie_Bäumer 	id05625 	n005620 	f 	dev	german
Marie_Gillain 	id05627 	n005622 	f 	dev	belgian
Marie_Laforêt 	id05628 	n005623 	f 	dev	unsure: swiss / french
Mariel_Rodriguez 	id05631 	n005630 	f 	dev	unknown
Mariela_Castro 	id05632 	n005631 	f 	dev	cuban
Mariella_Frostrup 	id05633 	n005632 	f 	dev	british
Marielle_Heller 	id05634 	n005633 	f 	dev	american
Marilyn_Manson 	id05639 	n005638 	m 	dev	american
Marilyn_McCoo 	id05640 	n005639 	f 	dev	american
Marin_Čilić 	id05641 	n005640 	m 	dev	croatian
Marina_Fois 	id05642 	n005641 	f 	dev	unknown
Marina_Hands 	id05643 	n005642 	f 	dev	french
Marine_Le_Pen 	id05644 	n005643 	f 	dev	french
Mario_Ančić 	id05645 	n005644 	m 	dev	croatian
Mario_Basler 	id05647 	n005646 	m 	dev	german
Mario_Batali 	id05648 	n005647 	m 	dev	american
Mario_Cantone 	id05649 	n005648 	m 	dev	american
Mario_López 	id05654 	n005653 	m 	test	american
Mario_Pergolini 	id05657 	n005656 	m 	dev	unknown
Mario_Van_Peebles 	id05658 	n005657 	m 	dev	mexican
Marion_Barry 	id05660 	n005659 	m 	dev	american
Marisa_Tomei 	id05663 	n005662 	f 	dev	american
Mariska_Hargitay 	id05664 	n005663 	f 	dev	american
Mariska_Veres 	id05665 	n005664 	f 	dev	dutch
Marisol_Touraine 	id05666 	n005665 	f 	dev	french
Marissa_Jaret_Winokur 	id05667 	n005666 	f 	dev	american
Marit_Bjørgen 	id05668 	n005667 	f 	dev	norwegian
Marit_Larsen 	id05670 	n005669 	f 	dev	norwegian
Marius_Müller-Westernhagen 	id05671 	n005670 	m 	dev	german
Mariusz_Błaszczak 	id05672 	n005671 	m 	dev	polish
Mariángel_Ruiz 	id05677 	n005676 	f 	dev	venezuelan
Mark_Ballas 	id05678 	n005677 	m 	dev	american
Mark_Burnett 	id05681 	n005680 	m 	dev	unknown
Mark_Dantonio 	id05684 	n005683 	m 	dev	american
Mark_Dayton 	id05685 	n005684 	m 	dev	american
Mark_Emmert 	id05686 	n005685 	m 	dev	unknown
Mark_Hapka 	id05687 	n005686 	m 	dev	american
Mark_Henry 	id05688 	n005687 	m 	dev	american
Mark_Herras 	id05689 	n005688 	m 	dev	filipino
Mark_Huizinga 	id05690 	n005689 	m 	dev	dutch
Mark_Leno 	id05691 	n005690 	m 	dev	american
Mark_Medlock 	id05692 	n005691 	m 	dev	german
Mark_Mobius 	id05693 	n005692 	m 	dev	unknown
Mark_Owen 	id05694 	n005693 	m 	dev	unknown
Mark_Robins 	id05695 	n005694 	m 	dev	unknown
Mark_Rylance 	id05696 	n005695 	m 	dev	unknown
Mark_Schwarzer 	id05697 	n005696 	m 	dev	australian
Mark_Selby 	id05698 	n005697 	m 	dev	unknown
Mark_Tremonti 	id05699 	n005698 	m 	dev	american
Mark_Turgeon 	id05700 	n005699 	m 	dev	american
Markus_Wallner 	id05703 	n005702 	m 	dev	austrian
Markus_Weinzierl 	id05704 	n005703 	m 	dev	german
Markéta_Irglová 	id05706 	n005705 	f 	dev	czech
Marleen_van_Iersel 	id05707 	n005706 	f 	dev	dutch
Marlene_Favela 	id05708 	n005707 	f 	dev	mexican
Marlo_Thomas 	id05710 	n005709 	f 	dev	american
Marouane_Fellaini 	id05714 	n005713 	m 	test	belgian
Marreese_Speights 	id05715 	n005714 	m 	dev	unsure: chinese / american
Marsha_Ambrosius 	id05716 	n005715 	f 	dev	unknown
Marta_Suplicy 	id05718 	n005717 	f 	dev	brazilian
Marta_Sánchez 	id05719 	n005718 	f 	dev	spanish
Martha_Coakley 	id05721 	n005720 	f 	dev	unknown
Martha_Hunt 	id05722 	n005721 	f 	dev	american
Martha_MacCallum 	id05723 	n005722 	f 	dev	unknown
Martha_Reeves 	id05724 	n005723 	f 	dev	american
Martha_Wainwright 	id05725 	n005724 	f 	dev	unsure: canadian / american
Marti_Pellow 	id05726 	n005725 	m 	dev	scottish
Martie_Maguire 	id05727 	n005726 	f 	dev	american
Martin_Bader 	id05728 	n005727 	m 	dev	unknown
Martin_Castrogiovanni 	id05729 	n005728 	m 	dev	italian
Martin_Gore 	id05731 	n005730 	m 	dev	unknown
Martin_Kaymer 	id05733 	n005732 	m 	dev	german
Martin_Kesici 	id05734 	n005733 	m 	dev	unsure: german / turkish
Martin_Malvy 	id05735 	n005734 	m 	dev	french
Martin_OMalley 	id05737 	n005736 	m 	dev	american
Martin_ONeill 	id05738 	n005737 	m 	dev	unknown
Martin_Schulz 	id05739 	n005738 	m 	dev	german
Martin_Sonneborn 	id05740 	n005739 	m 	dev	german
Martin_Sorrell 	id05741 	n005740 	m 	dev	british
Martin_Stranzl 	id05742 	n005741 	m 	dev	austrian
Martin_Yan 	id05743 	n005742 	m 	dev	unsure: chinese / american
Martina_Guiggi 	id05745 	n005744 	f 	dev	italian
Martina_McBride 	id05746 	n005745 	f 	dev	american
Martina_Voss-Tecklenburg 	id05747 	n005746 	f 	dev	unsure: german / swiss
Martine_Aubry 	id05748 	n005747 	f 	dev	french
Marty_Feldman 	id05749 	n005748 	m 	dev	british
Marty_Friedman 	id05750 	n005749 	f 	dev	american
Marty_Markowitz 	id05751 	n005750 	m 	dev	unknown
Martyna_Wojciechowska 	id05752 	n005751 	f 	dev	polish
Martín_Demichelis 	id05754 	n005753 	m 	dev	unknown
Marvelous_Marvin_Hagler 	id05756 	n005755 	m 	dev	american
